Index,Id,Title,netProfit,grossrevenue,reasonForSale,niches,countries
302,588439d5-c4ff-4b93-87dd-54e9bd5dc34a,$10.6K Per Month Display Advertising Site in the Jewelry Niche,10480,10583,The Sellers would like to explore other opportunities.,Jewelry Apparel & Accessories,US
303,73278fd2-7140-42ab-8fb0-9282c57e1ef5,$97.9K Per Month DropShipping Site in the Art Niche,16703,97949,"The Seller currently has a number of other projects which they are operating including their own branded product which they are trying to grow. That business is much closer to their heart and in order to devote more energy to it, they need to release this website.",Art,US
304,28ca8387-937c-4e9d-a4f4-9fea8802952b,$17.7K Per Month SaaS Site in the Technology Niche,10154,17707,The Seller would like to explore other opportunities.,Technology,US
305,e75ece85-3cbf-47eb-8e4d-616033d2ca3e,$12.6K Per Month Amazon Merch Site in the Apparel & Accessories Niche,11630,12582,The Seller would like to explore new opportunities,Apparel & Accessories,US
306,a43f7756-8c76-4704-a45c-4997ded4c6b8,$14.1K Per Month Advertising Site in the Finance Niche,12170,14065,Seller would like to focus on other projects.,Finance,US
307,540711f8-13eb-478a-b8c3-f2a204627765,$87.6K Per Month Amazon FBA Site in the Office Supply Niche,17107,87628,The Seller would like to explore other opportunities.,Office Supply Pet Care,US
308,c38e58f2-0de0-4cdd-9e8f-774991050ed2,$14.8K Per Month Display Advertising Site in the Automotive Niche,13901,14812,The Seller would like to focus on other opportunities.,Automotive Information,US
309,38bea5d5-b406-42e5-b964-04c7bc37bb77,$11.9K Per Month Amazon Associates Site in the Equipment Niche,11734,11855,The Seller would like capital to fund other business projects.,Equipment,US
310,cfd2f0d9-99ed-4ccd-bb9e-b9dcbd5a297e,$12.9K Per Month Affiliate Site in the Sports Niche,12680,12851,"Due to a medical injury, the Seller is looking to pursue other opportunities.",Sports Outdoors,US
311,c638b464-1da8-4b6b-8617-4a4333c8c72b,$39.1K Per Month Display Advertising Site in the Bed & Bath Niche,14258,39075,The seller has too many projects and would like to sell this business to focus on another business opportunity.,Bed & Bath,US
312,e79439f1-db16-40bb-bfeb-59c1739f948d,$9.4K Per Month Display Advertising Site in the Pet Care Niche,9398,9441,The Seller would like to focus on other opportunities.,Pet Care,US
313,53dee22a-7849-4904-a5ad-1a56e2ccb3ce,$55.5K Per Month Amazon FBA Site in the Office Supply Niche,13238,55497,The Sellers would like to move onto other business ventures.,Office Supply,US
314,0e332825-ae6d-4547-924b-94c142ff6053,$9.6K Per Month Display Advertising Site in the Employment Niche,9560,9641,The Seller would like to focus on other business opportunities,Employment,US
315,3d38a2d8-3915-43ff-a3b5-538ea7e73ab8,$39.8K Per Month Amazon FBA Site in the Culinary Niche,11231,39756,The Seller would like to focus on other business opportunities,Culinary,US
316,2327dca9-c5c1-46c0-84ed-4a0123d689d4,$24.7K Per Month Amazon FBA Site in the Children Niche,9550,24725,The Seller would like to focus on other business opportunities,Children,US
317,f8593937-5843-4517-a954-22f796cc9e28,$45.6K Per Month Amazon FBA Site in the Home Niche,13165,45567,The Seller would like to focus on other opportunities.,Home,US
318,c3ca4802-97d2-486f-a685-d5e3de9c0a3b,$10.4K Per Month Affiliate Site in the Information Niche,10367,10411,The Seller would like to focus on other opportunities.,Information News & Education,US
319,6c9edbbd-6459-41f9-a73a-0300b4cef7fb,$43.1K Per Month Amazon FBA Site in the Medical Niche,9591,43096,The Seller would like to explore other opportunities.,Medical,US
320,cce0e910-f64e-4dd1-af28-0e4a547b64a7,$8.9K Per Month Display Advertising Site in the Outdoors Niche,8796,8854,The Seller would like to use the capital to fund personal projects.,Outdoors,US
321,8fc8cd24-3725-47e7-923a-38a3f758dbd3,$26.8K Per Month Service Site in the SEO Niche,12408,26812,The Seller would like to explore other opportunities.,SEO,US
322,245a92fd-1e3c-4d45-aa40-2ee15ad35563,$59.7K Per Month Amazon FBA Site in the Electronics Niche,15997,59684,The Seller is looking to use the capital to purchase a home.,Electronics,US
323,e04fc4f4-a5ea-4efe-b660-9c021e388d81,$55.6K Per Month eCommerce Site in the Art Niche,13488,55615,The Seller would like to put any capital earned from a sales towards his other businesses,Art Hobbies,US
324,81006067-54c3-448f-8063-e5b0efb7a41e,$90.0K Per Month Amazon FBA Site in the Baby Care Niche,13385,89970,The Seller is looking to raise capital through the sale of the business to expand other business interests.,Baby Care,US
325,bfe3e562-c872-459f-b007-b06e9f994ce1,$17.4K Per Month Amazon KDP Site in the Books Niche,12944,17416,The Seller would like to explore other opportunities.,Books Information,US
326,c6b37643-c131-46d9-b756-0cd4aee68a0b,$7.2K Per Month SaaS Site in the News & Education Niche,6470,7238,The Seller would like to focus on other opportunities.,News & Education Science,US
327,96d46328-6199-4995-a88f-898c16d06b72,$10.3K Per Month Affiliate Site in the Travel Niche,9688,10328,The Sellers would like to use the capital for other projects.,Travel,US
328,d095da9e-2c6b-4978-8420-dedfd33651aa,$77.5K Per Month Amazon FBA Site in the Bed & Bath Niche,9641,77482,The Seller would like to focus on other opportunities,Bed & Bath Apparel & Accessories,US
329,d24be018-7859-42e3-95a1-285b98af653e,$68.4K Per Month Amazon FBA Site in the Art Niche,9615,68367,The Seller would like to raise capital to explore other business opportunities.,Art Home,US
330,699ba092-e45e-4afb-9fc4-86dca98ca012,$37.1K Per Month Amazon FBA Site in the Occasions & Gifts Niche,7821,37063,The Seller would like to focus on other projects.,Occasions & Gifts,US
331,0d563263-baa3-49da-a011-768849bd9b8f,$31.3K Per Month Amazon FBA Site in the Home Niche,10772,31343,The Seller would like to use the capital for other projects.,Home,US
332,dcfb5cb7-e103-4773-9f06-44cc2246a5f6,$53.9K Per Month DropShipping Site in the Apparel & Accessories Niche,13107,53897,The Seller would like to retire.,Apparel & Accessories Home Kitchenware Occasions & Gifts,US
333,098b61a9-9b2e-418f-abe4-e9fb37faa051,$16.2K Per Month Amazon Associates Site in the Pet Care Niche,16037,16193,"Due to a full-time job, and now starting a new company with friends, the Seller has never had enough time to bring this website to the next level. The Seller also needs capital for the new startup.",Pet Care,US
334,5fe7d3d2-dd2e-4b03-81ed-c49ddd979994,$73.1K Per Month Amazon FBA Site in the Health & Fitness Niche,9424,73053,The Seller would like to move on to new opportunities.,Health & Fitness,US
335,c072a2d8-167b-4195-8941-fb35ebd853e4,$136.1K Per Month DropShipping Site in the Home Niche,16576,136148,The Seller is looking to invest this capital into a piece of real estate property.,Home,US
336,285098cb-4119-44d2-accb-5723b6c7487d,$45.4K Per Month eCommerce Site in the Sports Niche,18825,45362,"The sellers purchased the business for the purpose of taking it from a lifestyle business being operated by a single individual (the owner) to a portfolio business with processes and employees in place. Currently, everything is being handled by employees (fulfilment, customer support, etc.) that would be transferred over to the new owner (unless he/she wishes to take on the process him or herself or hire their own staff). The sellers have been able to implement an efficient and inexpensive process in place to make this into a great portfolio or DIY buy. The main reason they are selling the business is to invest the capital into other sites and businesses.",Sports,US
337,7d3ecd05-9999-44e2-97c9-1d3b080d3ce9,$11.9K Per Month Amazon Associates Site in the Apparel & Accessories Niche,11766,11866,The Seller and his business partner wants to buy real estate and will also be investing in an FBA business.,Apparel & Accessories,US
338,03adcd7c-c894-434a-86f6-a085711799cf,$9.2K Per Month Display Advertising Site in the Bed & Bath Niche,9144,9238,The Seller would like to use the capital for other projects.,Bed & Bath Home,US
339,44303f3c-21ad-472b-9ce5-768762c7a039,$19.0K Per Month Digital Product Site in the Hobbies Niche,8937,18973,The Seller would like to focus on other opportunities.,Hobbies Art,US
340,f6864b43-d57d-4426-984b-0342667309a5,$40.9K Per Month Amazon FBA Site in the Sports Niche,14153,40876,The Seller is looking to sell this business to focus on other ventures.,Sports,US
341,a890e78b-3183-4d37-b9b2-76fdb841f44d,$42.8K Per Month Amazon FBA Site in the Outdoors Niche,10258,42754,The Seller would like to explore different business opportunities.,Outdoors,US
342,ee5f798d-7b2a-45d8-88bc-57761bbf648c,$108.2K Per Month DropShipping Site in the Equipment Niche,10694,108209,The Seller would like to focus on other opportunities.,Equipment,US
343,3090ea32-8b18-47f0-a153-823471664ca8,$11.3K Per Month Other Site in the Books Niche,10686,11274,The Seller wishes to pursue other opportunities.,Books News & Education,US
344,10f6e6ff-7c30-49d2-a083-e27d35dc8922,$17.6K Per Month eCommerce Site in the Apparel & Accessories Niche,11882,17571,The Seller is looking to focus on two other businesses. They are also looking to use the funds to purchase a house.,Apparel & Accessories,US
345,63b30d4b-57a9-400e-b457-18c8a5a502fd,$11.5K Per Month Display Advertising Site in the Technology Niche,11209,11493,The Seller would like to explore other opportunities.,Technology,US
346,8b14e9be-b014-412c-8546-c1abe736e343,$8.7K Per Month Display Advertising Site in the News & Education Niche,8710,8727,The Seller would like to focus on other opportunities.,News & Education Information,US
347,39ac82d8-2ce8-4bc1-861d-42d69d247ee9,$11.8K Per Month Amazon Associates Site in the Outdoors Niche,11771,11785,The Seller would like to invest money earned from a sale in other business ventures,Outdoors Sports Equipment,US
348,13a6bd3e-f82b-455a-a0f3-d39ef53cd7a1,$11.8K Per Month Amazon KDP Site in the News & Education Niche,9469,11765,The Seller would like to focus on other opportunities.,News & Education,US
349,5c98ffee-278a-43bf-a91e-6afc4665d42b,$23.2K Per Month SaaS Site in the Electronics Niche,15282,23181,The Seller would like to move on to other opportunities.,Electronics,US
350,d9174026-6e96-406f-abdd-3319ef138429,$17.5K Per Month Adsense Site in the Health & Fitness Niche,17258,17458,"The seller needs funds to pay off taxes and order inventory for their other business. The seller is also looking to spend $25,000.00 towards building a school in Ghana.",Health & Fitness,US
351,05fe8e3a-1a41-4e96-a833-87f586cd6c62,$31.4K Per Month Digital Product Site in the Digital Media Niche,11674,31365,The Seller wishes to explore other opportunities.,Digital Media,US
352,9b57b658-ac43-4541-a5c0-42e73e0615e1,$84.0K Per Month eCommerce Site in the Apparel & Accessories Niche,12398,83966,The Seller would like to explore other opportunities.,Apparel & Accessories,US
353,9921529e-7afb-4221-98c2-979eea053309,$23.3K Per Month eCommerce Site in the Pet Care Niche,8624,23303,The Seller would like to focus on other business opportunities.,Pet Care,US
354,dac28289-db04-4059-9cf5-21ca92537dbb,$13.0K Per Month Display Advertising Site in the Digital Media Niche,12704,12969,The Seller would like to spend time growing other businesses.,Digital Media,US
355,8deb4242-d42e-408c-be0b-a5bee8f368cd,$34.2K Per Month Amazon FBA Site in the Kitchenware Niche,7998,34203,The Seller would like to focus on other business opportunities.,Kitchenware,US
356,39e9a739-a04e-425b-8454-6e1c3b66ecee,$9.1K Per Month Display Advertising Site in the Medical Niche,9067,9127,The Seller would like the capital for other projects.,Medical Health & Fitness,US
357,b7cfeb6b-41f5-4efa-a26a-e490e8c3f819,$10.0K Per Month Affiliate Site in the Bed & Bath Niche,9994,10032,The Seller would like to focus on other business opportunities within a different niche.,Bed & Bath,US
358,7f2d3713-1d8c-4e44-933d-15c760771fba,$7.2K Per Month SaaS Site in the Business Niche,7084,7216,The Sellers would like to focus on other business opportunities,Business,US
359,95c297a7-17f7-4e15-a564-8a810704b73f,$9.1K Per Month Display Advertising Site in the Baby Care Niche,8278,9098,The Seller would like to focus on other opportunities.,Baby Care Parenting,US
360,c8171e20-e10a-4a60-bf4f-58257b3ddeba,$42.7K Per Month Amazon FBA Site in the Kitchenware Niche,12149,42706,The seller is partnered on a different venture that needs capital.,Kitchenware,US
361,c0a66ee6-28ac-42fb-ab8f-950645a688ee,$26.3K Per Month Amazon FBA Site in the Outdoors Niche,9035,26256,The Seller and their partner would like to focus on other opportunities in the B2B industry off-Amazon,Outdoors Equipment Children,US
362,17bc1f5f-0877-4028-befc-c56b2536ead4,$77.6K Per Month Amazon FBA Site in the Home Niche,12904,77637,The seller recently passed the Bar exam and would like to pursue a career in law.,Home,US
363,41c189a0-454d-46b8-850b-88132c2c4378,$39.6K Per Month Amazon FBA Site in the Home Niche,8141,39646,The Seller would like to use the capital for other projects.,Home,US
364,7595191b-4f93-48f3-81f7-66ba072a006e,$13.0K Per Month Digital Product Site in the Gaming Niche,9090,12997,The Seller would like to move onto other business ventures.,Gaming,US
365,dad9e08e-348c-40b1-b374-5fe536a7fd8b,$8.8K Per Month Display Advertising Site in the Hobbies Niche,8476,8783,The Seller would like to explore other opportunities.,Hobbies Home,US
366,b75048cb-b516-4c6a-be61-5dd7801f5e7f,$29.1K Per Month Amazon KDP Site in the Romance Niche,8948,29087,The Seller would like to explore other opportunities.,Romance,US
367,57fac61c-a80d-4fba-a823-2c8832d4a64e,$10.1K Per Month Display Advertising Site in the Pet Care Niche,10014,10102,The Seller would like to focus on other opportunities.,Pet Care,US
368,9675fc45-e0d3-4818-9312-d234668798fc,$57.0K Per Month Amazon FBA Site in the Baby Care Niche,8626,56988,The Seller would like to move on from the business and use the capital for other ventures.,Baby Care Outdoors,US
369,5585b1b9-18f6-4439-9c3b-0cb1f45aabd0,$8.4K Per Month Display Advertising Site in the Pet Care Niche,8232,8402,The Seller would like to explore other opportunities.,Pet Care,US
370,2d42a68a-2712-4664-95fb-079820888cc3,$74.1K Per Month Amazon FBA Site in the Art Niche,11467,74076,The Seller would like the capital for other projects.,Art Home Design,US
371,1885dd5d-54b7-4ac4-a7eb-c067955a7072,$46.1K Per Month Amazon FBA Site in the Home Niche,8009,46110,The Seller would like to use the capital for other projects.,Home Kitchenware,US
372,6cd6bfd8-1bee-424f-b3fa-c73b4d48603d,$11.6K Per Month Adsense Site in the Business Niche,11351,11642,The seller is looking to sell this business and use the capital to scale another commerce business and slowly phase out of coaching and consulting.,Business,US
373,ed65052c-d4ed-4847-b005-136bd41333e9,$8.5K Per Month Affiliate Site in the Information Niche,7962,8542,The Seller would like to explore other opportunities.,Information,US
374,a1b8f279-7c94-4277-8514-098a32cde2fe,$42.9K Per Month Dropshipping Site in the Outdoors Niche,12899,42926,"A side business with one of the seller's partner is scaling faster than they anticipated, so they are looking to devote more time and focus towards that. Also, they'd like to put some more money into local real estate and take their parents on a nice vacation!",Outdoors,US
375,24d9b768-f4dd-4792-b97c-71053ddece20,$84.8K Per Month Amazon FBA Site in the Baby Care Niche,8697,84774,The Seller would like the capital for other projects.,Baby Care Children,US
376,c96fd37b-ab0f-41f9-90b0-823b345b3c36,$8.8K Per Month Display Advertising Site in the Information Niche,8475,8845,The Seller would like to focus on other projects.,Information Technology,US
377,ae15ee21-4e14-4a98-8e73-b8847de4aeae,$7.7K Per Month Amazon Associates Site in the Music Niche,7581,7680,The Seller would like to use the capital for other projects.,Music Electronics Equipment,US
378,6d06c1a4-c4a8-4c4a-8898-9f3b932e5bc6,$46.5K Per Month Amazon FBA Site in the Home Niche,13738,46467,The seller has a real estate opportunity that they'd like to take advantage of.,Home,US
379,8fc4e0dc-5307-42ea-8a24-b7ee83a0e8f0,$7.9K Per Month Amazon Associates Site in the Apparel & Accessories Niche,7725,7927,The Seller would like to explore other opportunities.,Apparel & Accessories Outdoors,US
380,a1e6f0f2-0577-4ccd-ba9d-f0dd841701e1,$11.3K Per Month Affiliate Site in the Survival & Security Niche,9486,11346,The Seller would like to explore other opportunities.,Survival & Security,US
381,f4591b63-c402-44c1-b1a0-0117ac4ef233,$30.0K Per Month Amazon FBA Site in the Baby Care Niche,7698,30028,The Seller would like to use the capital for other projects.,Baby Care Personal Care Health & Fitness,US
382,452b0159-5b6f-412d-86cf-4a73e9a09c25,$7.1K Per Month Display Advertising Site in the Baby Care Niche,7088,7123,The Seller would like the capital to invest in other projects.,Baby Care,US
383,eca8a64b-f7af-4ad7-b16e-9112bb7c2291,$25.1K Per Month Amazon FBA Site in the Information Niche,9682,25071,The Seller would like to explore other opportunities.,Information,US
384,abbf57a0-9bba-4a7a-a0a8-f5ca4644933b,$91.4K Per Month Dropshipping Site in the Pet Care Niche,11146,91399,The Seller would like to focus on their business in a different industry.,Pet Care,US
385,f5e1fa28-c23d-4cdd-9616-30c5b6175fb7,$11.6K Per Month Amazon Associates Site in the Outdoors Niche,11487,11589,The Seller is looking to use the funds to buy a new house.,Outdoors,US
386,16c48bc7-3f04-4f4b-9650-94c6bfaf77ea,$13.4K Per Month Digital Product Site in the News & Education Niche,9423,13420,The Seller would like to focus on other opportunities.,News & Education Outdoors Survival & Security,US
387,57b7bb5e-ea03-4a4e-b767-2e6076833578,$12.3K Per Month Affiliate Site in the Music Niche,12180,12306,The Seller would like to explore other opportunities.,Music Entertainment,US
388,157ea1dd-0653-408e-a53a-66624f73a63e,$18.3K Per Month Service Site in the Retail & Wholesale Niche,12173,18281,The Seller would like to focus on other opportunities.,Retail & Wholesale,US
389,4a46097e-05ec-4e28-8865-e7f817ee0f4e,$10.7K Per Month Amazon Associates Site in the Automotive Niche,10372,10661,The Seller is looking to purchase a property.,Automotive Parenting,US
390,7e90b746-8d44-4df7-9450-63681686e21a,$70.7K Per Month Amazon FBA Site in the Automotive Niche,12071,70689,The Seller is looking to use the capital to focus on a new business.,Automotive,US
391,d5e8331c-4c1a-45f9-b559-965f6dea98e5,$11.2K Per Month Amazon KDP Site in the Romance Niche,7858,11240,The Seller would like to focus on other business opportunities,Romance,US
392,0c87b4f4-877b-4ba0-a21a-387d012befc2,$13.3K Per Month Amazon KDP Site in the Books Niche,9767,13263,The Seller would like to explore other opportunities.,Books,US
393,6569da15-6ce3-4d23-84d1-27329e535a01,$70.1K Per Month Amazon FBA Site in the Technology Niche,11262,70096,The Seller is looking to take a break and focus on product development.,Technology,US
394,fc84edac-3df2-4bad-810b-990d1aa76608,$7.9K Per Month Amazon Associates Site in the Food & Beverages Niche,7807,7909,The Seller would like to explore other opportunities.,Food & Beverages,US
395,cc46bb07-0820-4db8-b78e-dea70fcc35c8,$31.4K Per Month Amazon FBA Site in the Health & Fitness Niche,8744,31362,The Seller would like to explore new business opportunities.,Health & Fitness Home,US
396,834f0441-722c-485c-a0df-8847f74971c3,$69.9K Per Month Amazon FBA Site in the Home Niche,8507,69887,The Seller would like to use the capital for other projects.,Home Kitchenware Bed & Bath,US
397,1c9af975-d16f-4934-93df-d5751e1c2fd7,$15.3K Per Month Amazon FBA Site in the Food & Beverages Niche,8689,15269,The Seller would like to move on to other opportunities,Food & Beverages,US
398,3218ed2c-8c5c-4492-a168-b7770e7ced06,$8.2K Per Month Subscription Site in the Hobbies Niche,8097,8222,The Seller would like to use the capital for other projects.,Hobbies,US
399,9382ce64-8167-41de-8345-5bdc55741838,$20.3K Per Month Amazon FBA Site in the Occasions & Gifts Niche,7396,20322,The Seller would like to focus on other opportunities.,Occasions & Gifts,US
400,d421bcf9-82d8-4204-8199-128c2d8cbe82,$36.2K Per Month Amazon FBA Site in the Kitchenware Niche,7235,36232,The Seller would like to explore other opportunities,Kitchenware,US
401,c9227612-e6f6-4af7-b9e0-43014e3d7056,$11.3K Per Month Adsense Site in the News & Education Niche,10097,11267,The seller is expecting their first child and looking to buy a house in the coming months with the sale of this business.,News & Education,
402,e46d077d-2f8a-4266-8be3-d4281f0af8e0,$295.5K Per Month Amazon FBA Site in the Apparel & Accessories Niche,17544,295518,The Seller would like to focus on their other ventures.,Apparel & Accessories Books Children,
403,2e7994f5-c10e-4001-a58f-101d0d03eb2e,$8.0K Per Month Display Advertising Site in the Outdoors Niche,7781,7956,The Seller would like to explore other opportunities.,Outdoors Hobbies,
404,da2b4d17-8201-472e-957c-25947a07c29b,$11.8K Per Month Amazon Associates Site in the Home Niche,10927,11792,The Seller would like to explore other opportunities.,Home Hobbies Technology,
405,e079ef1d-f818-418f-a35c-b733e5fd97ab,$58.0K Per Month Amazon FBA Site in the Beauty Niche,9707,58004,The Seller would like to explore other opportunities.,Beauty Personal Care,
406,4798392e-f293-4608-922d-c1dcfada5096,$48.0K Per Month Amazon FBA Site in the Kitchenware Niche,8934,48004,The Seller would like the capital for other projects.,Kitchenware Home Apparel & Accessories Religion & Spirituality,
407,e778e58a-a7a2-468c-bdb4-33eb303c9128,$36.5K Per Month Amazon FBA Site in the Home Niche,7235,36523,The Seller would like to explore other opportunities.,Home Outdoors,
408,ea3b1de4-f317-4d6d-b7ee-9a54dd6c19d4,$33.3K Per Month Amazon FBA Site in the Beauty Niche,8652,33258,The Seller would like to focus on other opportunities.,Beauty,
409,91104ee9-d956-4ad5-a49d-973b055dc669,$11.0K Per Month Amazon KDP Site in the Books Niche,9873,11016,The Seller would like to focus on other business opportunities,Books,
410,7c656588-ff85-4aa9-91f0-518169b792ea,$9.5K Per Month Display Advertising Site in the Technology Niche,8179,9483,The Seller has lost their passion for this niche.,Technology,
411,5b99e17d-19ce-4149-9e2d-a375ffc07c17,$7.9K Per Month Affiliate Site in the News & Education Niche,7450,7853,The Seller would like the capital for other projects.,News & Education Information,
412,34be9b28-1178-4f5c-97fd-05b67de0f51e,$7.0K Per Month Display Advertising Site in the Occasions & Gifts Niche,6865,6956,The Seller would like to explore other opportunities.,Occasions & Gifts,
413,ff0e58e3-651e-40a4-aabc-6b4c614071b7,$9.3K Per Month Display Advertising Site in the Beauty Niche,8842,9258,The Seller would like to explore other opportunities.,Beauty,
414,cc30eae8-b03a-4fec-b879-d14ee63139a0,$33.3K Per Month Amazon FBA Site in the Supplements Niche,7812,33252,The Seller would like to focus on other opportunities.,Supplements,
415,5774fb20-3bd0-4f3f-afc7-c7bdb09f32fe,$10.5K Per Month Lead Gen Site in the Medical Niche,10132,10464,The Seller would like to raise capital to help with moving abroad.,Medical,
416,8c829402-54b7-42d3-bbdd-92abd5f4a4ac,$8.0K Per Month Amazon Associates Site in the Home Niche,7931,7968,The Seller would like to move on to other business ventures,Home,
417,0d694df3-48e9-49b2-96aa-adb297c093f7,$42.5K Per Month Amazon FBA Site in the Apparel & Accessories Niche,12804,42479,The seller will use the capital from the sale of this business to expand to more business opportunities.,Apparel & Accessories,
418,02aae8ff-becd-4b32-8603-9b321d1bdb05,$11.2K Per Month Amazon KDP Site in the Romance Niche,8118,11245,The Seller would like to focus on other opportunities.,Romance Books,
419,2f074e51-5582-49a3-aaf0-a762dfb9c503,$10.5K Per Month Other Site in the Information Niche,10379,10492,The Seller would like to use the capital for other projects.,Information,
420,d6eca313-296c-4f45-af3e-869165376044,$57.6K Per Month Amazon FBA Site in the Occasions & Gifts Niche,7053,57570,The Seller would like to focus on other business opportunities,Occasions & Gifts,
421,67edde3c-4b85-4d27-a7ca-efb43898ea33,$7.2K Per Month Amazon Associates Site in the Technology Niche,7052,7210,The Seller would like to use the capital for other projects.,Technology Music,
422,8ffaead5-bffe-49fb-858b-35dd93185bf7,$7.8K Per Month Amazon Associates Site in the Equipment Niche,7669,7825,The Seller would like to explore other opportunities.,Equipment Hobbies,
423,6345723b-64c7-498d-bc65-7381d2820b2b,$39.5K Per Month Amazon FBA Site in the Home Niche,10286,39538,The seller is looking to sell this business to focus on their family with 2 children and business consulting.,Home,
424,f0369f13-dac4-4f2b-9a6e-e1baa0b27eb8,$11.0K Per Month Lead Gen Site in the Home Niche,10960,11021,The Seller would like to explore other opportunities.,Home Automotive,
425,bcc06a44-449b-45f0-abc1-5b10f01fda1f,$8.4K Per Month Display Advertising Site in the Pet Care Niche,8219,8369,The Seller would like to explore other opportunities.,Pet Care,
426,0b286769-7fe9-4a5a-8c03-0f6484317de3,$9.3K Per Month Amazon KDP Site in the Books Niche,7812,9337,The Seller would like to explore other opportunities.,Books Romance,
427,85fde894-dc92-4de2-b739-0c617a580f06,$82.3K Per Month DropShipping Site in the Outdoors Niche,9339,82290,The Seller would like to focus on other business opportunities,Outdoors Hobbies,
428,ff8aa45c-d34a-4ed3-9e05-7679514aa307,$10.5K Per Month Amazon Associates Site in the Gaming Niche,10159,10459,The Seller runs another online business which needs their full attention.,Gaming,
429,972867bb-e679-46eb-83ae-8dac35dea45c,$9.0K Per Month Amazon KDP Site in the Books Niche,8978,8990,The Seller would like to move onto other opportunities,Books,
430,e08d12e1-afe9-4316-9517-644e60ca81e8,$8.4K Per Month Amazon Associates Site in the Art Niche,7319,8413,The Seller would like the capital for other projects.,Art Home Occasions & Gifts Parenting,
431,31b6462e-3ffb-4d84-8bd3-1c53e436e487,$54.1K Per Month Amazon FBA Site in the Children Niche,11497,54060,The Seller would like to explore other opportunities.,Children Occasions & Gifts Sports,
432,d41190d9-4afa-4ad7-ab19-47c7c9a1b396,$46.8K Per Month Amazon FBA Site in the Pet Care Niche,13405,46825,The Seller is looking to pursue opportunities outside of the Amazon FBA business model.,Pet Care,
433,9cc6dbe6-590c-45cc-8b4f-fb8a3c576604,$13.8K Per Month Amazon KDP Site in the Information Niche,8915,13849,The Seller would like the capital for other projects.,Information Music Children Culinary,
434,5fd49fc3-6692-4bce-968b-4d0a097dec79,$13.9K Per Month Amazon FBA Site in the Apparel & Accessories Niche,6285,13875,The Seller would like to explore other business opportunities.,Apparel & Accessories,
435,930f218f-70b1-42bb-862d-feb6b47bf64f,$31.9K Per Month Amazon FBA Site in the Home Niche,7281,31945,The Seller has another business in a different niche they would like to focus on.,Home,
436,43b6fc91-0734-424f-a285-59d203bdbe9a,$10.5K Per Month Amazon Associates Site in the Home Niche,9957,10456,The Seller is looking to focus on other business opportunities and use this capital to invest in a real estate property.,Home Health & Fitness Technology Outdoors,
437,3b229d7f-39eb-4d02-84fa-2c803e1d63a6,$6.6K Per Month Display Advertising Site in the Occasions & Gifts Niche,6493,6618,The Seller would like to explore other opportunities.,Occasions & Gifts,
438,d944493d-0164-46a4-8c6a-2a21f37d2e0b,$39.1K Per Month Amazon FBA Site in the Equipment Niche,7559,39123,The Seller would like the capital to reinvest in other projects.,Equipment Home,
439,6f233354-a7ef-489c-a940-43c63ee66526,$12.9K Per Month Amazon KDP Site in the Books Niche,10239,12872,The Seller is looking to invest this capital into purchasing a new home,Books,
440,21d4504e-6fd4-42d3-88b2-f8cc41f2e2a8,$21.6K Per Month eCommerce Site in the Apparel & Accessories Niche,7180,21577,The Seller would like to pursue other opportunities.,Apparel & Accessories,
441,838f3d8c-f48c-4b7d-8e93-77afa06e5aaa,$41.3K Per Month Amazon FBA Site in the Apparel & Accessories Niche,11240,41321,The Seller is looking to invest in a new project.,Apparel & Accessories,
442,8365fc07-43ca-4524-adce-66e3566a5900,$19.3K Per Month Amazon KDP Site in the Books Niche,14281,19297,The Seller would like to use the capital for other projects.,Books,
443,57243956-62e4-468b-862e-33df181d78f2,$38.0K Per Month Amazon FBA Site in the Kitchenware Niche,6899,37959,The Seller would like to focus on other projects,Kitchenware Culinary Food & Beverages,
444,fd139d3a-3f56-4987-bdcc-79c42f946ace,$8.2K Per Month Amazon Associates Site in the Equipment Niche,8160,8241,The Seller is looking to purchase a new home.,Equipment Health & Fitness Sports,
445,46da559e-bf31-4049-aed4-68416aad13fa,$47.4K Per Month Amazon FBA Site in the Apparel & Accessories Niche,8613,47443,The Seller is starting another project that they would like to fund. They feel like they have taken this business as far as they can and hope the Buyer can take it to the next level.,Apparel & Accessories,
446,0385554d-3420-4f31-bc2a-7a7c961e9c2d,$17.1K Per Month Amazon KDP Site in the Books Niche,6851,17128,The Seller would like to explore other opportunities.,Books Health & Fitness,
447,718d217a-5c0a-4be5-a09c-3eb5fc820f03,$9.6K Per Month Display Advertising Site in the News & Education Niche,9313,9633,The Seller is selling the business because of a personal health reason.,News & Education,
448,d6749bcb-01ba-438c-8aac-70d39714df48,$9.3K Per Month Affiliate Site in the Agriculture Niche,9254,9348,The Sellers would like to focus on other business opportunities within a different niche.,Agriculture,
449,73fbb9ac-77d7-480d-9f50-4ddc01830286,$6.9K Per Month Affiliate Site in the Dating Niche,6780,6922,The Seller would like to explore other opportunities.,Dating,
450,9e0d69a9-f2dc-4794-86cb-bb2182db009d,$8.6K Per Month Amazon Associates Site in the Electronics Niche,8449,8633,The Seller would like to focus on two of their other sites.,Electronics,
451,f5347b6d-37b9-4e58-b787-292bdf26499c,$6.6K Per Month Display Advertising Site in the Pet Care Niche,6448,6550,The Seller would like to explore other opportunities.,Pet Care,
